contract_id,family,asset,semantic_role,implementation,source_file,state_or_variant_proof,contract_evidence,browser_evidence,coverage_status,severity
navigation--tabs-default,navigation,tabs-default,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=tabs-default,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--segmented,navigation,segmented,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=segmented,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--pagination,navigation,pagination,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=pagination,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--command-palette,navigation,command-palette,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=command-palette,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--context-menu,navigation,context-menu,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=context-menu,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--filter-bar,navigation,filter-bar,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=filter-bar,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--card,containers,card,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=card,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--metric-card,containers,metric-card,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=metric-card,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--pane,containers,pane,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=pane,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--split-pane,containers,split-pane,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=split-pane,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--side-inspector,containers,side-inspector,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=side-inspector,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--drawer-right,containers,drawer-right,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=drawer-right,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--modal,containers,modal,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=modal,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--popover,containers,popover,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=popover,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--tooltip,containers,tooltip,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=tooltip,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--accordion,containers,accordion,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=accordion,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--sticky-action-bar,containers,sticky-action-bar,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=sticky-action-bar,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--agent-dock-expanded,containers,agent-dock-expanded,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=agent-dock-expanded,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
containers--agent-dock-compact,containers,agent-dock-compact,layout-container,MefPanel + responsive AppShell/Eve dock,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/app/globals.css,asset=agent-dock-compact,layout container contract and responsive drawer behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--metric-card,data,metric-card,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=metric-card,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--stat-block,data,stat-block,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=stat-block,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--dense-table-row,data,dense-table-row,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=dense-table-row,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--list-row,data,list-row,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=list-row,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--timeline-item,data,timeline-item,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=timeline-item,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--trial-card,data,trial-card,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=trial-card,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--session-card,data,session-card,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=session-card,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--key-value-list,data,key-value-list,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=key-value-list,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--evidence-link,data,evidence-link,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=evidence-link,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--provenance-step,data,provenance-step,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=provenance-step,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--filter-chip,data,filter-chip,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=filter-chip,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--quality-indicator,data,quality-indicator,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=quality-indicator,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--trial-strip,data,trial-strip,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=trial-strip,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--comparison-matrix,data,comparison-matrix,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=comparison-matrix,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
data--method-reference-card,data,method-reference-card,data-display,MefKeyValue + pattern data rows/cards,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=method-reference-card,data-display contract; no live scientific observations,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--inline-info,feedback,inline-info,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=inline-info,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--inline-success,feedback,inline-success,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=inline-success,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--inline-warning,feedback,inline-warning,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=inline-warning,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--inline-error,feedback,inline-error,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=inline-error,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--toast-success,feedback,toast-success,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=toast-success,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--toast-error,feedback,toast-error,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=toast-error,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--validation,feedback,validation,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=validation,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--empty-state,feedback,empty-state,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=empty-state,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--error-state,feedback,error-state,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=error-state,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--loading-skeleton,feedback,loading-skeleton,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=loading-skeleton,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--progress,feedback,progress,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=progress,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--blocked-state,feedback,blocked-state,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=blocked-state,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
feedback--permission-denied,feedback,permission-denied,feedback,MefStateBanner + MefSkeleton + field feedback,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=permission-denied,empty/error/loading/blocked/permission feedback contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--dock-header,agent,dock-header,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=dock-header,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--response-card,agent,response-card,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=response-card,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--tool-evidence-card,agent,tool-evidence-card,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=tool-evidence-card,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--memory-chip,agent,memory-chip,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=memory-chip,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--suggested-action,agent,suggested-action,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=suggested-action,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--composer,agent,composer,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=composer,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--streaming-state,agent,streaming-state,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=streaming-state,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--tool-running-state,agent,tool-running-state,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=tool-running-state,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--error-state,agent,error-state,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=error-state,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
agent--offline-state,agent,offline-state,assistant-ui,EveAgentDock,apps/practitioner-web/src/components/eve-agent-dock.tsx; apps/practitioner-web/app/globals.css,asset=offline-state,bounded explanatory assistant states; no calculation/mutation surface,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
